215.1    57   126   193   275   384   618  1307  2769  4181
216.0    58   127   194   274   387   619  1354  2844  4242
216.9    59   127   194   275   389   627  1408  2884  4087
217.8    60   126   194   277   388   644  1492  2952  4333
218.6    60   126   193   281   388   660  1485  3005  4320
219.5    61   126   193   283   391   675  1541  3047  4187
220.4    60   127   194   286   395   701  1646  3100  4442
221.3    60   128   196   288   401   724  1578  2931  4566
222.2    59   129   198   289   405   733  1706  3157  4835
223.1    58   128   200   288   406   742  1819  3111  4738
224.0    59   127   200   288   406   750  1797  3482  4484
224.9    59   127   198   290   407   721  1981  3240  4678
225.8    59   127   197   293   409   702  1925  3316  4821
226.6    58   128   197   295   411   684  1873  3418  4619
227.5    58   128   197   298   411   701  2030  3411  5083
228.4    58   128   197   300   413   747  2083  3571  5010
229.3    58   129   198   300   416   752  2171  3457  5058
230.2    59   129   198   300   420   724  2132  3589  4793
231.1    60   128   197   297   425   739  2123  3623  4809
232.0    59   127   197   295   429   744  2086  3607  5088
232.9    59   128   197   292   431   761  2130  3589  5117
233.8    58   128   199   291   431   791  2310  3658  5101
234.6    56   128   199   289   429   784  2194  3549  5463
235.5    56   128   200   289   425   812  2286  3919  5356
236.4    56   127   199   290   419   848  2207  3913  5378
237.3    57   127   198   292   416   815  2239  3844  5218
238.2    58   127   196   294   414   804  2277  3582  5563
239.1    59   127   196   293   416   879  2131  3893  5617
240.0    59   126   195   293   421  1022  2365  3969  5773
240.9    58   126   195   291   427  1060  2284  3973  5479
241.8    57   126   194   290   426  1073  2291  3821  5476
242.6    58   126   194   290   421  1118  2317  4057  5793
243.5    59   125   193   290   415  1144  2222  4012  5586
244.4    59   124   192   291   412  1192  2349  4192  5672
245.3    58   122   192   291   409  1216  2411  4337  5524
246.2    57   122   190   290   407  1351  2348  4279  5275
247.1    56   122   191   288   406  1265  2362  4008  5454
248.0    55   122   189   286   406  1290  2431  4047  5641
248.9    55   121   189   284   405  1312  2670  3940  5749
249.8    55   119   186   282   402  1323  2556  4133  5710
250.6    55   118   184   280   397  1334  2560  4235  5794
251.5    55   118   182   278   396  1450  2387  4279  5763
252.4    55   118   181   277   399  1420  2544  4275  6149
253.3    54   117   180   276   400  1426  2385  4113  5925
254.2    53   116   180   274   406  1285  2388  4140  5895
255.1    53   115   179   273   409  1286  2310  4239  5800
256.0    52   114   179   271   407  1264  2218  4024  5836
256.9    52   114   177   270   402  1291  2403  4234  6037
257.8    51   112   176   269   393  1290  2434  3992  5973
258.6    51   111   175   267   387  1344  2483  4121  5666
259.5    50   110   173   267   385  1277  2390  4466  5949
260.4    50   110   172   266   387  1383  2526  4553  5888
261.3    49   109   170   267   389  1444  2321  4267  6155
